intent,n_samples,baseline_failure_rate,finetuned_failure_rate,baseline_mean_edits,finetuned_mean_edits,recovery_rate
cooking_query,14,1.0,1.0,1.2142857142857142,1.3571428571428572,0.0
cleaning,8,1.0,1.0,5.125,1.625,0.0
general_greet,17,1.0,1.0,2.0588235294117645,0.8235294117647058,0.0
factoid,14,1.0,1.0,2.7142857142857144,1.2857142857142858,0.0
hue_lightup,1,1.0,1.0,4.0,1.0,0.0
podcasts,6,1.0,1.0,2.8333333333333335,0.8333333333333334,0.0
post,2,1.0,1.0,3.5,2.0,0.0
music_dislikeness,5,1.0,1.0,2.6,1.4,0.0
greet,2,1.0,1.0,0.5,0.0,0.0
hue_lightoff,9,1.0,1.0,3.4444444444444446,1.1111111111111112,0.0
query,87,1.0,1.0,3.0114942528735633,1.0689655172413792,0.0
quirky,26,1.0,1.0,2.076923076923077,0.7307692307692307,0.0
set,3,1.0,1.0,2.6666666666666665,1.0,0.0
music,39,1.0,1.0,2.3333333333333335,0.48717948717948717,0.0
iot_hue_lighton,11,1.0,0.7272727272727273,4.454545454545454,3.090909090909091,0.2727272727272727
social_query,83,0.9156626506024096,0.6987951807228916,4.626506024096385,2.6626506024096384,0.216867469879518
alarm_remove,87,0.8620689655172413,0.42528735632183906,3.7241379310344827,1.3793103448275863,0.43678160919540227
email_query,282,0.851063829787234,0.1347517730496454,4.99645390070922,1.7624113475177305,0.7163120567375887
play_podcasts,119,0.7899159663865546,0.21008403361344538,3.2016806722689077,1.2352941176470589,0.5798319327731092
music_settings,22,0.7727272727272727,0.6818181818181818,2.772727272727273,1.8181818181818181,0.09090909090909094
calendar_remove,209,0.7703349282296651,0.14354066985645933,4.07177033492823,1.430622009569378,0.6267942583732058
iot_wemo_on,13,0.7692307692307693,0.0,5.076923076923077,1.1538461538461537,0.7692307692307693
music_likeness,65,0.7692307692307693,0.38461538461538464,3.230769230769231,1.1538461538461537,0.38461538461538464
iot_hue_lightoff,55,0.7636363636363637,0.8727272727272727,3.8545454545454545,2.290909090909091,-0.10909090909090902
iot_hue_lightdim,79,0.759493670886076,0.26582278481012656,2.9746835443037973,1.2784810126582278,0.49367088607594944
email_addcontact,20,0.75,0.1,3.55,1.1,0.65
audio_volume_mute,89,0.7415730337078652,0.19101123595505617,2.393258426966292,0.8651685393258427,0.550561797752809
iot_cleaning,80,0.7375,0.4375,4.6,2.9875,0.30000000000000004
iot_wemo_off,26,0.7307692307692307,1.0,3.4615384615384617,1.7307692307692308,-0.2692307692307693
qa_maths,54,0.7222222222222222,0.5185185185185185,2.574074074074074,1.2037037037037037,0.20370370370370372
transport_taxi,97,0.7216494845360825,0.08247422680412371,4.206185567010309,1.690721649484536,0.6391752577319587
music_query,160,0.70625,0.30625,3.3875,1.68125,0.4
